movieId,title,genres,year,overview,popularity
212094,Figli (2020),Comedy,2020.0,"Sara and Nicola are married and in love. Their lives seem to be perfect: they have an angelic six-year-old daughter, thriving careers and a stable marriage. The birth of their second child, which disrupts the family balance, leads to tragicomic scenarios.",0.3699
212104,Maid-in-Law (2020),Romance,2020.0,"The plot revolves around the controversial relationship between maid Stefania Chornenko and blueblood Adelia Anger against the backdrop of the provincial Austro-Hungary in 1900. Both Stefania’s parents and Adelia’s mother died during the fire. Adelia’s father adopted neighbors’ orphan. Girls grew up together to become as close as sisters, though Stefania served as the maid. This attachment develops into love-trap: on one hand full of mutual manipulation and jealousy, but equally based on сare and devotion. The illusion of balance is broken when Adelia marries sculptor Petro. Everything gets even more complicated when Joseph, the old love interest of Stefa, returns to town as the priest and married man. Illusions are destined to evaporate and reality comes into focus.",1.0154
212114,Premature (2020),Drama|Romance,2020.0,"The summer before she leaves for college, Ayanna meets handsome and mysterious outsider Isaiah; her entire world is turned upside down as she navigates the demanding terrain of young love against a changing Harlem landscape.",0.4029
212120,The Bet (2020),Comedy,2020.0,A woman makes a bet with her husband that she can get the next man she sees to propose to her.,0.3636
212142,Go! (2020),Children,2020.0,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",2.5378
212190,The Assent (2020),Horror|Thriller,2020.0,"After a series of disturbing supernatural events in his home, Joel a young single father, comes to suspect that his young son may be possessed. Soon Joel receives a visit from Father Lambert, a controversial exorcist in town whose last patient died during his treatment. As increasing chilling occurrences begin to unfold, the priest informs a resistant Joel that unless he can successfully perform an exorcism, the devil will soon take full control of his boy.",0.9092
212221,Vir Das: For India (2020),Comedy,2020.0,"From the Vedas to Vasco de Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",0.2507
212223,The Windermere Children (2020),Drama,2020.0,The story of the pioneering project to rehabilitate child survivors of the Holocaust on the shores of Lake Windermere.,0.6666
212225,True History of the Kelly Gang (2020),Crime|Drama,2020.0,"Set against the badlands of Australia where the English rule with a bloody fist and the Irish endure, Ned Kelly discovers he comes from a line of Irish rebels — an uncompromising army of cross dressing bandits immortalised for terrorising their oppressors back in Ireland. Fuelled by the unfair arrest of his mother, Kelly recruits a wild bunch of warriors to plot one of the most audacious attacks of anarchy and rebellion the country has ever seen.",1.5589
212281,Mulan (2020),Adventure|Drama|Fantasy,2020.0,"When Imperial China calls one man from every family to defend the empire from invading Huns, a young woman disguises herself as a soldier to take her ailing father’s place. Facing ruthless invaders, brutal training, and the risk of execution if discovered, she must decide who she truly is— and what she’s willing to fight for.",16.1416
212303,The Assistant (2020),Drama,2020.0,"A searing look at a day in the life of an assistant to a powerful executive. As Jane follows her daily routine, she grows increasingly aware of the insidious abuse that threatens every aspect of her position.",1.5231
212365,Odio l'estate (2020),Comedy,2020.0,"Three families end up in the same rented house. Throughout the summer, they become friends and rediscover how to enjoy life.",0.5144
212371,The New Mutants (2020),Action|Horror|Sci-Fi,2020.0,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",4.1439
212395,The Thing About Harry (2020),Comedy|Romance,2020.0,"Two high school enemies, uber-jock Harry and out-and-proud Sam, are forced to share a car ride to their Missouri hometown for a friend's engagement party on Valentine's Day. Things take a turn when Sam learns Harry has come out.",1.0033
212401,Inherit the Viper (2020),Crime|Drama|Thriller,2020.0,"Since the death of their father, the Riley siblings have kept their heads above water by illegally dealing in painkillers. Josie is managing the business with an iron fist, when her brother, War veteran Kip, is concerned that the risky business is increasingly turning them into outsiders in their small community. While Kip wants to keep his younger brother out of their illegal endeavors, his younger brother is already making plans of his own.",1.082
212403,Speed of Life (2020),Drama|Sci-Fi,2020.0,The film follows a woman who has a chance to reflect on her life when a wormhole opens upon David Bowie’s death.,0.3433
212409,Patients of a Saint (2020),Horror,2020.0,There's a zombie outbreak after a medical trial in an international detention and medical facility on an isolated island. An ex US Special Forces/bodyguard woman inmate and a guard form a team.,0.8796
212415,Timmy Failure: Mistakes Were Made (2020),Children,2020.0,"An 11-year old boy believes that he is the best detective in town and runs the agency Total Failures with his best friend, an imaginary 1,200 pound polar bear.",1.3746
212459,Revenir (2020),Drama,2020.0,The prodigal son of a family in turmoil returns home to his French rural home to reconnect with his family and make sense of their dysfunctions.,0.345
212461,The Invisible Man (2020),Horror|Sci-Fi|Thriller,2020.0,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",7.3016
212469,#cats_the_mewvie (2020),Documentary,2020.0,Celebrity cat owners and online experts explore how the humble house cat has captured hearts and imaginations to become pop culture icons and the darlings of the Internet.,0.3398
212477,My Valentine (2020),Horror|Thriller,2020.0,"A pop singer's artistic identity is stolen by her ex-boyfriend/manager and shamelessly pasted onto his new girlfriend/protégé. Locked together late one night in a concert venue, the three reconcile emotional abuses of the past...until things turn violent.",0.901
212483,Angels Fallen (2020),Fantasy|Horror|Sci-Fi,2020.0,"An indifferent hitman, his infatuated business partner and an ex-convict search for love and meaning as their lives cross paths in Hong Kong.",4.8827
212487,A Serial Killer's Guide to Life (2020),Comedy|Crime|Thriller,2020.0,"Louise Farnt is obsessed with the world of self-help. And when she meets the not necessarily sane guru wannabe Val Stone, a murderous spree begins.",0.3722
212503,The Host (2020),Crime|Mystery|Thriller,2020.0,"A chance opportunity arises for Robert Atkinson, a London banker who risks his bank's money to leave the mundane behind and start a new life. To take advantage, he unwittingly signs up with a Chinese cartel to transport a briefcase to Amsterdam. But all is not as it seems in a city veiled by dark secrets. Fuelled by power players, drugs, seduction and violence, Robert awaits his turn in a deadly game of choice and consequence.",0.8081
212511,Alone (2020),Thriller,2020.0,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",3.0802
212519,Disturbing the Peace (2020),Action|Crime,2020.0,A small-town marshal who hasn't carried a gun since he left the Texas Rangers after a tragic shooting must pick up his gun again to do battle with a gang of outlaw bikers that has invaded the town to pull off a brazen and violent heist.,0.7937
212587,Spenser Confidential (2020),Crime|Drama|Mystery|Thriller,2020.0,"Spenser, a former Boston patrolman who just got out from prison, teams up with Hawk, an aspiring fighter, to unravel the truth behind the death of two police officers.",2.516
212591,Detective Chinatown 3 (2020),Action|Comedy|Mystery,2020.0,,5.0
212847,After Midnight (2020),Drama|Horror|Romance,2020.0,"Dealing with a girlfriend suddenly leaving is tough enough. But for Hank, heartbreak couldn’t have come at a worse time. There’s also a monster trying to break through his front door every night.",0.7187
212851,Buffaloed (2020),Comedy|Drama,2020.0,"Set in the underworld of debt-collecting, homegrown hustler Peg Dahl will do anything to escape Buffalo, NY.",1.1248
212869,To All the Boys: P.S. I Still Love You (2020),Comedy|Romance,2020.0,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,2.8004
212883,Swallow (2020),Drama|Horror|Thriller,2020.0,"Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.",2.2963
212907,Holly Slept Over (2020),Comedy,2020.0,Audra confesses to her husband Noel that she had a lesbian fling in college with her roommate Holly. Things turn upside down when Holly visits their house and Noel suggests the idea of having a threesome after getting the idea stuck in his head from his friend Pete.,1.9664
212917,John Henry (2020),Drama|Thriller,2020.0,"Ex-gang member John Henry is a quiet man with a violent past. When two immigrant kids on the run from his former South Los Angeles gang leader stumble into his life, John is forced to reconcile with his past in order to try and give them a future.",0.9962
212939,One-way to Moscow (2020),Comedy,2020.0,"30 years ago, Switzerland was shaken by a scandal that seems to have already been forgotten: more than 900,000 people were surveilled because of their political convictions. Against the backdrop of this ""secret files scandal,"" Micha Lewinsky sets his film. Conscientious policeman Viktor Schuler is tasked by his superior to infiltrate the Schauspielhaus, a renowned Zurich theatre, in order to keep an eye on its leftist scene. However, Viktor finds himself quite taken with the artist's life and falls in love with the subversive actress Odile Lehmann.",0.2893
212947,Uppity: The Willy T. Ribbs Story (2020),Documentary,2020.0,An in-depth profile of the life and career of Willy T. Ribbs - the controversial Black driver who shattered the color barrier of professional auto-racing and became the first Black qualifier in the storied history of the Indy 500.,0.3107
212971,Dinner in America (2020),(no genres listed),2020.0,An on-the-lam punk rocker and a young woman obsessed with a local band go on an unexpected and epic journey together through the decaying suburbs of the American Midwest.,2.1491
212989,#Iamhere (2020),Comedy|Romance,2020.0,"Stéphane lives a quiet life as an eminent French Chef but when he decides to visit Soo, a mysterious Korean lady he fell in love with on Instagram, he'll embark on an adventurous journey full of discoveries.",0.6628
213051,Se mieletön remppa (2020),Comedy,2020.0,"A couple inherit a 'house of their dreams' and for a while they think they got lucky, but soon find themselves in the middle of a renovation nightmare.",0.4332
213103,The Last Thing He Wanted (2020),Crime|Drama|Mystery,2020.0,"At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",1.61
213121,The Dawn (2020),(no genres listed),2020.0,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",4.7815
213123,Shubh Mangal Zyada Saavdhan (2020),Comedy|Romance,2020.0,"Partners Karthik and Aman don't have it easy in their road to achieving a happy ending, while Aman's family tries to get him married to someone else, Karthik doesn't step down unless he marries Aman.  A sequel to the 2017 film, titled Shubh Mangal Saavdhan.",2.7119
213127,Isi & Ossi (2020),Comedy|Romance,2020.0,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",1.6678
213129,The Night Clerk (2020),Crime|Drama,2020.0,"Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",2.7006
213137,Spycies (2020),Action|Adventure|Animation|Children|Comedy,2020.0,"Vladimir and Hector, two secret agents opposed in every way, are trying to recover a top secret material stolen by unknown intruders.",1.2805
213207,Onward (2020),Adventure|Animation|Children|Comedy|Fantasy,2020.0,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",5.2295
213211,In Deep Sleep (2020),Drama,2020.0,"Victor was having a wash in his cabin when the boatswain called him to the phone. Although Victor had already heard: “Nika died”, he shouts all the same: “I can’t hear!”. Victor goes onto the mainland. After two days without sleep he reaches the hospital. When the doctor has finished speaking, Victor indifferently turns away to the window. All the details of this view from the window suddenly feel closer to him. Victor goes outside. The street is fast asleep. The entire town is asleep, as if extinct. But everything is breathing, snoring, muttering in a dream. This sleeping town is like a nightmare. In this nightmare those helplessly asleep are intertwined with the memories of his love. Victor wanders around the town in search of a person who is also, like him, on this side of reality. And he finds him.",0.2005
213213,Impractical Jokers: The Movie (2020),Comedy,2020.0,The story of a humiliating high school mishap from 1992 that sends the Impractical Jokers on the road competing in hidden-camera challenges for the chance to turn back the clock and redeem three of the four Jokers.,0.6643
213219,Lethal Kittens or how we came to Love our Shovels during a Limited Anti-Terrorist Operation with Temporary Elements of a State of War (2020),Comedy|War,2020.0,"In 2014 Russia’s hybrid war against Ukraine turns hot. An engineer, actor, soccer coach and florist volunteer to fight on the front line. Unaware of the pivotal role they will play in the war, they discover the meaning of true leadership.",0.1634
213245,Darbar (2020),Action|Drama|Thriller,2020.0,"Aaditya, the commissioner of Mumbai Police, sets out to catch Ajay, a drug peddler. However, he uncovers a deeper controversy linked to an international drug lord and must mete out justice.",0.9887
213265,Battle Star Wars (2020),Sci-Fi,2020.0,"When the leader of the evil Coalition threatens to destroy a Rebel planet for its resources, his daughter will have no choice but to join the Rebel side and fight for what is right.",0.3537
213319,Superman: Red Son (2020),Action|Animation|Sci-Fi,2020.0,"Set in the thick of the Cold War, Red Son introduces us to a Superman who landed in the USSR during the 1950s and grows up to become a Soviet symbol that fights for the preservation of Stalin’s brand of communism.",1.9407
213337,Wendy (2020),Drama|Fantasy,2020.0,"A re-imagining of ""Peter Pan"" from the point of view of Wendy Darling, who finds herself lost on a mysterious island where aging and time have come unglued. She must fight to save her family, her freedom and the joyous spirit of youth.",0.7873
213343,A Fall From Grace (2020),Thriller,2020.0,"When a law-abiding woman gets indicted for murdering her husband, her lawyer soon realizes that a larger conspiracy may be at work.",1.9038
213347,A Quiet Place Part II (2020),Drama|Sci-Fi|Thriller,2020.0,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",9.5145
213355,Antlers (2020),Horror|Mystery,2020.0,,5.0
213363,The Last Shift (2020),(no genres listed),2020.0,"Stanley, an aging fast food worker, prepares to work his final graveyard shift after 38 years. When he's asked to train his replacement, Jevon, Stanley's weekend takes an unexpected turn.",0.6916
213369,Radioactive (2020),Drama|Romance,2020.0,The story of Nobel Prize winner Maria Skłodowska-Curie and her extraordinary scientific discoveries—through the prism of her marriage to husband Pierre—and the seismic and transformative effects their discovery of radium had on the 20th century.,1.4979
213397,Promising Young Woman (2020),Crime|Drama|Thriller,2020.0,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",3.5954
213423,Pete Davidson: Alive from New York (2020),Comedy,2020.0,"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City.",0.1944
213461,Baba Yaga: Terror of the Dark Forest (2020),Horror,2020.0,"The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order. Then one day, Egor, returning home, finds no trace of either the nanny or the little sister, and the parents are in a strange trance and do not even remember that they had a daughter. Then Egor, together with his friends, goes in search, during which it turns out that the nanny is an ancient Slavic demon, popularly known as Baba Yaga.",2.1785
213469,Coda (2020),Drama,2020.0,A famous pianist at the twilight of his career meets a free-spirited music critic who soon becomes his rock as his mental state deteriorates.,0.8722
213489,The Trouble with Being Born (2020),(no genres listed),2020.0,"Elli is an android and lives with a man she calls her father. Together they drift through the summer. During the day they swim in the pool and at night he takes her to bed. She shares his memories and anything else he programs her to recall. Memories that mean everything to him but nothing to her. Yet, one night she sets off into the woods following a fading echo… The story of a machine and the ghosts we all carry within us.",0.5246
213503,Charm City Kings (2020),Drama,2020.0,"Mouse desperately wants to join The Midnight Clique, the infamous Baltimore dirt bike riders who rule the summertime streets. When Midnight’s leader, Blax, takes 14-year-old Mouse under his wing, Mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence.",3.187
213511,Dragonheart: Vengeance (2020),Fantasy,2020.0,"Lukas, a young farmer whose family is killed by savage raiders in the countryside, sets out on an epic quest for revenge, forming an unlikely trio with a majestic dragon and a swashbuckling, sword-fighting mercenary, Darius.",2.3724
213515,Elsewhere (2020),Comedy|Drama,2020.0,A man does everything in his power to keep ownership of a seaside cottage he built with his late wife.,0.7704
213533,The Burnt Orange Heresy (2020),Drama|Mystery|Thriller,2020.0,"Hired to steal a rare painting from one of the most enigmatic painters of all time, an ambitious art dealer becomes consumed by his own greed and insecurity as the operation spins out of control.",0.7329
213541,Boys State (2020),Documentary,2020.0,"This raucous journey into the heart of democracy captures an unusual rite of passage: 1,100 teenage boys from across Texas coming together to build a representative government from the ground up.",0.6363
213557,Die Känguru-Chroniken (2020),Comedy,2020.0,A communist kangaroo moves in with an artist in Berlin.,0.8551
213559,Sarileru Neekevvaru (2020),Action,2020.0,A tough army major is deployed to Kurnool on a mission to keep the country safe from external threats.,1.819
213565,First Cow (2020),Drama,2020.0,"In the 1820s, a taciturn loner and skilled cook travels west to Oregon Territory, where he meets a Chinese immigrant also seeking his fortune. Soon the two team up on a dangerous scheme to steal milk from the wealthy landowner’s prized Jersey cow—the first, and only, in the territory.",1.4191
